Level,id,RealClass,parent_id,ParentClass,grandparent_id,GrandparentClass
8,n04285008,sports car,n02958343,car,no_id,no_grandparent
7,n03444034,go-kart,n03791235,motor vehicle,n04170037,self-propelled vehicle
7,n03445924,golfcart,n03791235,motor vehicle,n04170037,self-propelled vehicle
7,n03790512,motorcycle,n03791235,motor vehicle,n04170037,self-propelled vehicle
8,n03769722,minibike,n03790512,motorcycle,n03791235,motor vehicle
9,n03785016,moped,n03769722,minibike,n03790512,motorcycle
7,n04252225,snowplow,n03791235,motor vehicle,n04170037,self-propelled vehicle
7,n04490091,truck,n03791235,motor vehicle,n04170037,self-propelled vehicle
8,n03345487,fire engine,n04490091,truck,n03791235,motor vehicle
8,n03417042,garbage truck,n04490091,truck,n03791235,motor vehicle
8,n03930630,pickup,n04490091,truck,n03791235,motor vehicle
8,n04461696,tow truck,n04490091,truck,n03791235,motor vehicle
8,n04467665,trailer truck,n04490091,truck,n03791235,motor vehicle
8,n04520170,van,n04490091,truck,n03791235,motor vehicle
9,n03796401,moving van,n04520170,van,n04490091,truck
9,n03896419,passenger van,n04520170,van,n04490091,truck
9,n03977966,police van,n04520170,van,n04490091,truck
6,n04065272,recreational vehicle,n04170037,self-propelled vehicle,n04576211,wheeled vehicle
6,n04335435,streetcar,n04170037,self-propelled vehicle,n04576211,wheeled vehicle
6,n04464852,tracked vehicle,n04170037,self-propelled vehicle,n04576211,wheeled vehicle
7,n03478589,half track,n04464852,tracked vehicle,n04170037,self-propelled vehicle
7,n04389033,tank,n04464852,tracked vehicle,n04170037,self-propelled vehicle
7,n04252077,snowmobile,n04464852,tracked vehicle,n04170037,self-propelled vehicle
6,n04465501,tractor,n04170037,self-propelled vehicle,n04576211,wheeled vehicle
5,n04482393,tricycle,n04576211,wheeled vehicle,n03094503,container
5,n04509417,unicycle,n04576211,wheeled vehicle,n03094503,container
5,n04543158,wagon,n04576211,wheeled vehicle,n03094503,container
6,n02970849,cart,n04543158,wagon,n04576211,wheeled vehicle
7,n03538406,horse cart,n02970849,cart,n04543158,wagon
7,n03599486,jinrikisha,n02970849,cart,n04543158,wagon
7,n03868242,oxcart,n02970849,cart,n04543158,wagon
4,n02801938,basket,n03094503,container,n03575240,instrumentality
5,n03482405,hamper,n02801938,basket,n03094503,container
5,n04204238,shopping basket,n02801938,basket,n03094503,container
4,n04423845,thimble,n03094503,container,n03575240,instrumentality
4,n02773037,bag,n03094503,container,n03575240,instrumentality
5,n03709823,mailbag,n02773037,bag,n03094503,container
5,n02769748,backpack,n02773037,bag,n03094503,container
5,n04026417,purse,n02773037,bag,n03094503,container
5,n04235860,sleeping bag,n02773037,bag,n03094503,container
5,n03958227,plastic bag,n02773037,bag,n03094503,container
4,n04284002,spoon,n03094503,container,n03575240,instrumentality
5,n04597913,wooden spoon,n04284002,spoon,n03094503,container
4,n04139859,savings bank,n03094503,container,n03575240,instrumentality
5,n03935335,piggy bank,n04139859,savings bank,n03094503,container
5,n03920288,petri dish,n03206908,dish,no_id,no_grandparent
5,n02880940,bowl,n03206908,dish,no_id,no_grandparent
6,n04263257,soup bowl,n02880940,bowl,n03206908,dish
6,n03775546,mixing bowl,n02880940,bowl,n03206908,dish
4,n02839910,bin,n03094503,container,n03575240,instrumentality
5,n02747177,ashcan,n02839910,bin,n03094503,container
4,n04183329,shaker,n03094503,container,n03575240,instrumentality
5,n03062245,cocktail shaker,n04183329,shaker,n03094503,container
5,n04131690,saltshaker,n04183329,shaker,n03094503,container
4,n04531098,vessel,n03094503,container,n03575240,instrumentality
5,n02801525,basin,n04531098,vessel,n03094503,container
6,n04553703,washbasin,n02801525,basin,n04531098,vessel
5,n04493381,tub,n04531098,vessel,n03094503,container
5,n03593526,jar,n04531098,vessel,n03094503,container
6,n04522168,vase,n03593526,jar,n04531098,vessel
6,n02815834,beaker,n03593526,jar,n04531098,vessel
5,n02909870,bucket,n04531098,vessel,n03094503,container
5,n03786901,mortar,n04531098,vessel,n03094503,container
5,n02876657,bottle,n04531098,vessel,n03094503,container
6,n02823428,beer bottle,n02876657,bottle,n04531098,vessel
6,n03983396,pop bottle,n02876657,bottle,n04531098,vessel
6,n04591713,wine bottle,n02876657,bottle,n04531098,vessel
6,n03937543,pill bottle,n02876657,bottle,n04531098,vessel
6,n04557648,water bottle,n02876657,bottle,n04531098,vessel
6,n03603722,jug,n02876657,bottle,n04531098,vessel
7,n04579145,whiskey jug,n03603722,jug,n02876657,bottle
7,n04560804,water jug,n03603722,jug,n02876657,bottle
6,n04078574,reservoir,n04388743,tank,no_id,no_grandparent
7,n04562935,water tower,n04078574,reservoir,n04388743,tank
7,n03035510,cistern,n04078574,reservoir,n04388743,tank
8,n04049303,rain barrel,n03035510,cistern,n04078574,reservoir
5,n02808440,bathtub,n04531098,vessel,n03094503,container
5,n03633091,ladle,n04531098,vessel,n03094503,container
5,n02795169,barrel,n04531098,vessel,n03094503,container
5,n03950228,pitcher,n04531098,vessel,n03094503,container
5,n03241496,drinking vessel,n04531098,vessel,n03094503,container
6,n03797390,mug,n03241496,drinking vessel,n04531098,vessel
7,n03063599,coffee mug,n03797390,mug,n03241496,drinking vessel
4,n03291819,envelope,n03094503,container,n03575240,instrumentality
4,n02946921,can,n03094503,container,n03575240,instrumentality
5,n03764736,milk can,n02946921,can,n03094503,container
4,n03438257,glass,n03094503,container,n03575240,instrumentality
5,n02823750,beer glass,n03438257,glass,n03094503,container
5,n03443371,goblet,n03438257,glass,n03094503,container
4,n02978881,cassette,n03094503,container,n03575240,instrumentality
4,n04060904,receptacle,n03094503,container,n03575240,instrumentality
5,n04476259,tray,n04060904,receptacle,n03094503,container
4,n03210683,dispenser,n03094503,container,n03575240,instrumentality
5,n04254120,soap dispenser,n03210683,dispenser,n03094503,container
4,n03871083,package,n03094503,container,n03575240,instrumentality
5,n03871628,packet,n03871083,package,n03094503,container
4,n02883344,box,n03094503,container,n03575240,instrumentality
5,n02971356,carton,n02883344,box,n03094503,container
5,n03014705,chest,n02883344,box,n03094503,container
5,n04340750,strongbox,n02883344,box,n03094503,container
6,n04125021,safe,n04340750,strongbox,n02883344,box
5,n03908618,pencil box,n02883344,box,n03094503,container
5,n03127925,crate,n02883344,box,n03094503,container
5,n03710193,mailbox,n02883344,box,n03094503,container
4,n03733644,measure,n03094503,container,n03575240,instrumentality
5,n03733805,measuring cup,n03733644,measure,n03094503,container
4,n02974697,case,n03094503,container,n03575240,instrumentality
5,n04548362,wallet,n02974697,case,n03094503,container
3,n03294048,equipment,n03575240,instrumentality,n00021939,artifact
4,n04285146,sports equipment,n03294048,equipment,n03575240,instrumentality
5,n03472232,gymnastic apparatus,n04285146,sports equipment,n03294048,equipment
6,n02777292,balance beam,n03472232,gymnastic apparatus,n04285146,sports equipment
6,n03535780,horizontal bar,n03472232,gymnastic apparatus,n04285146,sports equipment
6,n03888605,parallel bars,n03472232,gymnastic apparatus,n04285146,sports equipment
5,n04571292,weight,n04285146,sports equipment,n03294048,equipment
6,n02790996,barbell,n04571292,weight,n04285146,sports equipment
6,n03255030,dumbbell,n04571292,weight,n04285146,sports equipment
4,n03414162,game equipment,n03294048,equipment,n03575240,instrumentality
5,n03982430,pool table,n03414162,game equipment,n03294048,equipment
5,n03413828,game,n03414162,game equipment,n03294048,equipment
6,n04028315,puzzle,n03413828,game,n03414162,game equipment
7,n06785654,crossword puzzle,n04028315,puzzle,n03413828,game
7,n03598930,jigsaw puzzle,n04028315,puzzle,n03413828,game
5,n02778669,ball,n03414162,game equipment,n03294048,equipment
6,n04254680,soccer ball,n02778669,ball,n03414162,game equipment
6,n03134739,croquet ball,n02778669,ball,n03414162,game equipment
6,n03445777,golf ball,n02778669,ball,n03414162,game equipment
6,n02799071,baseball,n02778669,ball,n03414162,game equipment
6,n03942813,ping-pong ball,n02778669,ball,n03414162,game equipment
6,n04023962,punching bag,n02778669,ball,n03414162,game equipment
6,n04118538,rugby ball,n02778669,ball,n03414162,game equipment
6,n02802426,basketball,n02778669,ball,n03414162,game equipment
6,n04540053,volleyball,n02778669,ball,n03414162,game equipment
6,n04409515,tennis ball,n02778669,ball,n03414162,game equipment
4,n03926148,photographic equipment,n03294048,equipment,n03575240,instrumentality
5,n02942699,camera,n03926148,photographic equipment,n03294048,equipment
6,n03976467,polaroid camera,n02942699,camera,n03926148,photographic equipment
6,n04069434,reflex camera,n02942699,camera,n03926148,photographic equipment
4,n03430959,gear,n03294048,equipment,n03575240,instrumentality
5,n03619396,kit,n03430959,gear,n03294048,equipment
6,n02966687,carpenter's kit,n03619396,kit,n03430959,gear
5,n04091097,rig,n03430959,gear,n03294048,equipment
6,n03241093,drill rig,n04091097,rig,n03430959,gear
7,n03240683,drilling platform,n03241093,drill rig,n04091097,rig
4,n03278248,electronic equipment,n03294048,equipment,n03575240,instrumentality
5,n02757462,audio system,n03278248,electronic equipment,n03294048,equipment
6,n04077430,reproducer,n02757462,audio system,n03278248,electronic equipment
7,n04315948,stereo,n04077430,reproducer,n02757462,audio system
8,n03584254,ipod,n04315948,stereo,n04077430,reproducer
5,n03777754,modem,n03278248,electronic equipment,n03294048,equipment
5,n03782006,monitor,n03278248,electronic equipment,n03294048,equipment
5,n03857828,oscilloscope,n03278248,electronic equipment,n03294048,equipment
5,n03916720,peripheral,n03278248,electronic equipment,n03294048,equipment
6,n04004767,printer,n03916720,peripheral,n03278248,electronic equipment
6,n03163973,data input device,n03916720,peripheral,n03278248,electronic equipment
5,n02979186,cassette player,n03278248,electronic equipment,n03294048,equipment
5,n04401088,telephone,n03278248,electronic equipment,n03294048,equipment
6,n04044498,radiotelephone,n04401088,telephone,n03278248,electronic equipment
7,n02992529,cellular telephone,n04044498,radiotelephone,n04401088,telephone
6,n03902125,pay-phone,n04401088,telephone,n03278248,electronic equipment
6,n03187595,dial telephone,n04401088,telephone,n03278248,electronic equipment
5,n04392985,tape player,n03278248,electronic equipment,n03294048,equipment
5,n02988304,cd player,n03278248,electronic equipment,n03294048,equipment
4,n02727825,apparatus,n03294048,equipment,n03575240,instrumentality
5,n03257586,duplicator,n02727825,apparatus,n03294048,equipment
6,n03924679,photocopier,n03257586,duplicator,n02727825,apparatus
4,n04077734,rescue equipment,n03294048,equipment,n03575240,instrumentality
5,n03888257,parachute,n04077734,rescue equipment,n03294048,equipment
3,n04447443,toiletry,n03575240,instrumentality,n00021939,artifact
4,n03128519,cream,n04447443,toiletry,n03575240,instrumentality
5,n04357314,sunscreen,n03128519,cream,n04447443,toiletry
4,n03916031,perfume,n04447443,toiletry,n03575240,instrumentality
4,n03113152,cosmetic,n04447443,toiletry,n03575240,instrumentality
5,n03714235,makeup,n03113152,cosmetic,n04447443,toiletry
6,n03314780,face powder,n03714235,makeup,n03113152,cosmetic
6,n03676483,lipstick,n03714235,makeup,n03113152,cosmetic
4,n03690938,lotion,n04447443,toiletry,n03575240,instrumentality
4,n03476991,hair spray,n04447443,toiletry,n03575240,instrumentality
3,n03100490,conveyance,n03575240,instrumentality,n00021939,artifact
4,n04524313,vehicle,n03100490,conveyance,n03575240,instrumentality
5,n03125870,craft,n04524313,vehicle,n03100490,conveyance
6,n02686568,aircraft,n03125870,craft,n04524313,vehicle
7,n03510583,heavier-than-air craft,n02686568,aircraft,n03125870,craft
8,n02691156,airplane,n03510583,heavier-than-air craft,n02686568,aircraft
9,n02690373,airliner,n02691156,airplane,n03510583,heavier-than-air craft
8,n04552348,warplane,n03510583,heavier-than-air craft,n02686568,aircraft
7,n03666917,lighter-than-air craft,n02686568,aircraft,n03125870,craft
8,n02692877,airship,n03666917,lighter-than-air craft,n02686568,aircraft
8,n02782093,balloon,n03666917,lighter-than-air craft,n02686568,aircraft
6,n04264914,spacecraft,n03125870,craft,n04524313,vehicle
7,n04266014,space shuttle,n04264914,spacecraft,n03125870,craft
7,n02858304,boat,n04530566,vessel,no_id,no_grandparent
8,n03344393,fireboat,n02858304,boat,n04530566,vessel
8,n03447447,gondola,n02858304,boat,n04530566,vessel
8,n03790230,motorboat,n02858304,boat,n04530566,vessel
9,n04273569,speedboat,n03790230,motorboat,n02858304,boat
8,n04158807,sea boat,n02858304,boat,n04530566,vessel
9,n03662601,lifeboat,n04158807,sea boat,n02858304,boat
8,n04244997,small boat,n02858304,boat,n04530566,vessel
9,n02951358,canoe,n04244997,small boat,n02858304,boat
9,n04612504,yawl,n04244997,small boat,n02858304,boat
7,n04128837,sailing vessel,n04530566,vessel,no_id,no_grandparent
8,n04147183,schooner,n04128837,sailing vessel,n04530566,vessel
8,n04128499,sailboat,n04128837,sailing vessel,n04530566,vessel
9,n02981792,catamaran,n04128499,sailboat,n04128837,sailing vessel
9,n04483307,trimaran,n04128499,sailboat,n04128837,sailing vessel
7,n04194289,ship,n04530566,vessel,no_id,no_grandparent
8,n02965300,cargo ship,n04194289,ship,n04530566,vessel
9,n03095699,container ship,n02965300,cargo ship,n04194289,ship
8,n03896103,passenger ship,n04194289,ship,n04530566,vessel
9,n03673027,liner,n03896103,passenger ship,n04194289,ship
8,n03947888,pirate,n04194289,ship,n04530566,vessel
8,n04552696,warship,n04194289,ship,n04530566,vessel
9,n02687172,aircraft carrier,n04552696,warship,n04194289,ship
9,n04348184,submersible,n04552696,warship,n04194289,ship
10,n04347754,submarine,n04348184,submersible,n04552696,warship
8,n04606251,wreck,n04194289,ship,n04530566,vessel
5,n03764276,military vehicle,n04524313,vehicle,n03100490,conveyance
5,n04099429,rocket,n04524313,vehicle,n03100490,conveyance
5,n04235291,sled,n04524313,vehicle,n03100490,conveyance
6,n02860847,bobsled,n04235291,sled,n04524313,vehicle
6,n03218198,dogsled,n04235291,sled,n04524313,vehicle
4,n03678362,litter,n03100490,conveyance,n03575240,instrumentality
5,n04336792,stretcher,n03678362,litter,n03100490,conveyance
4,n04019101,public transport,n03100490,conveyance,n03575240,instrumentality
5,n04468005,train,n04019101,public transport,n03100490,conveyance
6,n03896233,passenger train,n04468005,train,n04019101,public transport
7,n02917067,bullet train,n03896233,passenger train,n04468005,train
5,n02924116,bus,n04019101,public transport,n03100490,conveyance
6,n04487081,trolleybus,n02924116,bus,n04019101,public transport
6,n03769881,minibus,n02924116,bus,n04019101,public transport
6,n04146614,school bus,n02924116,bus,n04019101,public transport
3,n03091374,connection,n03575240,instrumentality,n00021939,artifact
4,n02755352,attachment,n03091374,connection,n03575240,instrumentality
5,n03664943,ligament,n02755352,attachment,n03091374,connection
6,n02999410,chain,n03664943,ligament,n02755352,attachment
3,n03405265,furnishing,n03575240,instrumentality,n00021939,artifact
4,n03405725,furniture,n03405265,furnishing,n03575240,instrumentality
5,n02766320,baby bed,n03405725,furniture,n03405265,furnishing
6,n02804414,bassinet,n02766320,baby bed,n03405725,furniture
6,n03125729,cradle,n02766320,baby bed,n03405725,furniture
6,n03131574,crib,n02766320,baby bed,n03405725,furniture
5,n02821943,bedroom furniture,n03405725,furniture,n03405265,furnishing
6,n02818832,bed,n02821943,bedroom furniture,n03405725,furniture
7,n03388549,four-poster,n02818832,bed,n02821943,bedroom furniture
5,n02870880,bookcase,n03405725,furniture,n03405265,furnishing
5,n02933112,cabinet,n03405725,furniture,n03405265,furnishing
6,n03018349,china cabinet,n02933112,cabinet,n03405725,furniture
6,n03742115,medicine chest,n02933112,cabinet,n03405725,furniture
5,n03015254,chest of drawers,n03405725,furniture,n03405265,furnishing
6,n03016953,chiffonier,n03015254,chest of drawers,n03405725,furniture
6,n04380533,table lamp,n03636649,lamp,no_id,no_grandparent
5,n03842156,office furniture,n03405725,furniture,n03405265,furnishing
6,n03337140,file,n03842156,office furniture,n03405725,furniture
5,n04161981,seat,n03405725,furniture,n03405265,furnishing
6,n02828884,bench,n04161981,seat,n03405725,furniture
7,n03891251,park bench,n02828884,bench,n04161981,seat
6,n03001627,chair,n04161981,seat,n03405725,furniture
7,n02791124,barber chair,n03001627,chair,n04161981,seat
7,n03002210,chair of state,n03001627,chair,n04161981,seat
8,n04429376,throne,n03002210,chair of state,n03001627,chair
7,n03376595,folding chair,n03001627,chair,n04161981,seat
7,n04099969,rocking chair,n03001627,chair,n04161981,seat
6,n04256520,sofa,n04161981,seat,n03405725,furniture
8,n04344873,studio couch,n03100346,convertible,no_id,no_grandparent
6,n04447861,toilet seat,n04161981,seat,n03405725,furniture
5,n04379243,table,n03405725,furniture,n03405265,furnishing
6,n03179701,desk,n04379243,table,n03405725,furniture
6,n03201208,dining table,n04379964,table,no_id,no_grandparent
5,n04549122,wall unit,n03405725,furniture,n03405265,furnishing
6,n03290653,entertainment center,n04549122,wall unit,n03405725,furniture
5,n04550184,wardrobe,n03405725,furniture,n03405265,furnishing
4,n04118021,rug,n03405265,furnishing,n03575240,instrumentality
5,n03998194,prayer rug,n04118021,rug,n03405265,furnishing
4,n03151077,curtain,n03405265,furnishing,n03575240,instrumentality
5,n04209239,shower curtain,n03151077,curtain,n03405265,furnishing
5,n04418357,theater curtain,n03151077,curtain,n03405265,furnishing
3,n04377057,system,n03575240,instrumentality,n00021939,artifact
4,n03078287,communication system,n04377057,system,n03575240,instrumentality
5,n04041544,radio,n03078287,communication system,n04377057,system
5,n04400289,telecommunication system,n03078287,communication system,n04377057,system
6,n04404412,television,n04400289,telecommunication system,n03078287,communication system
4,n03733281,maze,n04377057,system,n03575240,instrumentality
2,n04341686,structure,n00021939,artifact,fall11,root_name
3,n02699494,altar,n04341686,structure,n00021939,artifact
3,n02735688,area,n04341686,structure,n00021939,artifact
4,n03899768,patio,n02735688,area,n04341686,structure
3,n02898711,bridge,n04341686,structure,n00021939,artifact
4,n04311004,steel arch bridge,n02898711,bridge,n04341686,structure
4,n04366367,suspension bridge,n02898711,bridge,n04341686,structure
4,n04532670,viaduct,n02898711,bridge,n04341686,structure
3,n02913152,building,n04341686,structure,n00021939,artifact
4,n03322570,farm building,n02913152,building,n04341686,structure
5,n02793495,barn,n03322570,farm building,n02913152,building
4,n03457902,greenhouse,n02913152,building,n04341686,structure
4,n03544360,house,n02913152,building,n04341686,structure
5,n04079244,residence,n03544360,house,n02913152,building
6,n03877845,palace,n04079244,residence,n03544360,house
6,n04073948,religious residence,n04079244,residence,n03544360,house
7,n03781244,monastery,n04073948,religious residence,n04079244,residence
4,n03661043,library,n02913152,building,n04341686,structure
4,n03859280,outbuilding,n02913152,building,n04341686,structure
5,n04187547,shed,n03859280,outbuilding,n02913152,building
6,n02727426,apiary,n04187547,shed,n03859280,outbuilding
6,n02859443,boathouse,n04187547,shed,n03859280,outbuilding
4,n03953416,place of worship,n02913152,building,n04341686,structure
5,n03028079,church,n03953416,place of worship,n02913152,building
5,n03788195,mosque,n03953416,place of worship,n02913152,building
5,n04210390,shrine,n03953416,place of worship,n02913152,building
6,n04346328,stupa,n04210390,shrine,n03953416,place of worship
4,n03956157,planetarium,n02913152,building,n04341686,structure
4,n04081281,restaurant,n02913152,building,n04341686,structure
4,n04417809,theater,n02913152,building,n04341686,structure
5,n03032252,cinema,n04417809,theater,n02913152,building
5,n03529860,home theater,n04417809,theater,n02913152,building
3,n02914991,building complex,n04341686,structure,n00021939,artifact
4,n03956922,plant,n02914991,building complex,n04341686,structure
5,n03316406,factory,n03956922,plant,n02914991,building complex
6,n03697007,lumbermill,n03316406,factory,n03956922,plant
3,n03065424,coil,n04341686,structure,n00021939,artifact
3,n03074380,column,n04341686,structure,n00021939,artifact
4,n04458633,totem pole,n03074380,column,n04341686,structure
4,n03837869,obelisk,n03074380,column,n04341686,structure
3,n03171356,defensive structure,n04341686,structure,n00021939,artifact
4,n03385557,fortification,n03171356,defensive structure,n04341686,structure
5,n02980441,castle,n03385557,fortification,n03171356,defensive structure
3,n03297735,establishment,n04341686,structure,n00021939,artifact
4,n03574555,institution,n03297735,establishment,n04341686,structure
5,n03907654,penal institution,n03574555,institution,n03297735,establishment
6,n03111690,correctional institution,n03907654,penal institution,n03574555,institution
7,n04005630,prison,n03111690,correctional institution,n03907654,penal institution
4,n03953020,place of business,n03297735,establishment,n04341686,structure
5,n03748162,mercantile establishment,n03953020,place of business,n03297735,establishment
6,n03722288,marketplace,n03748162,mercantile establishment,n03953020,place of business
7,n03461385,grocery store,n03722288,marketplace,n03748162,mercantile establishment
6,n04202417,shop,n03748162,mercantile establishment,n03953020,place of business
7,n02776631,bakery,n04202417,shop,n03748162,mercantile establishment
7,n02791270,barbershop,n04202417,shop,n03748162,mercantile establishment
7,n02871525,bookshop,n04202417,shop,n03748162,mercantile establishment
7,n02927161,butcher shop,n04202417,shop,n03748162,mercantile establishment
7,n03089624,confectionery,n04202417,shop,n03748162,mercantile establishment
7,n04200800,shoe shop,n04202417,shop,n03748162,mercantile establishment
7,n04443257,tobacco shop,n04202417,shop,n03748162,mercantile establishment
7,n04462240,toyshop,n04202417,shop,n03748162,mercantile establishment
3,n03388043,fountain,n04341686,structure,n00021939,artifact
3,n03546340,housing,n04341686,structure,n00021939,artifact
4,n03776460,mobile home,n03546340,housing,n04341686,structure
4,n03259505,dwelling,n03546340,housing,n04341686,structure
5,n03042490,cliff dwelling,n03259505,dwelling,n03546340,housing
5,n04613696,yurt,n03259505,dwelling,n03546340,housing
3,n03638321,landing,n04341686,structure,n00021939,artifact
4,n03216828,dock,n03638321,landing,n04341686,structure
3,n03743902,memorial,n04341686,structure,n00021939,artifact
4,n04486054,triumphal arch,n03743902,memorial,n04341686,structure
4,n03743016,megalith,n03743902,memorial,n04341686,structure
3,n03839993,obstruction,n04341686,structure,n00021939,artifact
5,n02788148,bannister,n02796623,barrier,no_id,no_grandparent
5,n02894605,breakwater,n02796623,barrier,no_id,no_grandparent
5,n03160309,dam,n02796623,barrier,no_id,no_grandparent
5,n03327234,fence,n02796623,barrier,no_id,no_grandparent
6,n03000134,chainlink fence,n03327234,fence,n02796623,barrier
6,n03930313,picket fence,n03327234,fence,n02796623,barrier
6,n04046974,rail fence,n03327234,fence,n02796623,barrier
7,n04604644,worm fence,n04046974,rail fence,n03327234,fence
6,n04326547,stone wall,n03327234,fence,n02796623,barrier
5,n03454707,grate,n02796623,barrier,no_id,no_grandparent
6,n03459775,grille,n03454707,grate,n02796623,barrier
5,n03795580,movable barrier,n02796623,barrier,no_id,no_grandparent
6,n03221720,door,n03795580,movable barrier,n02796623,barrier
7,n04239074,sliding door,n03221720,door,n03795580,movable barrier
6,n03427296,gate,n03795580,movable barrier,n02796623,barrier
7,n04501370,turnstile,n03427296,gate,n03795580,movable barrier
3,n04191595,shelter,n04341686,structure,n00021939,artifact
4,n04411264,tent,n04191595,shelter,n04341686,structure
5,n03792972,mountain tent,n04411264,tent,n04191595,shelter
3,n04361095,supporting structure,n04341686,structure,n00021939,artifact
4,n03391770,framework,n04361095,supporting structure,n04341686,structure
5,n03530642,honeycomb,n03391770,framework,n04361095,supporting structure
6,n03961711,plate rack,n04038727,rack,no_id,no_grandparent
5,n03903868,pedestal,n04360501,support,no_id,no_grandparent
3,n04460130,tower,n04341686,structure,n00021939,artifact
4,n02814860,beacon,n04460130,tower,n04341686,structure
2,n03129123,creation,n00021939,artifact,fall11,root_name
3,n04007894,product,n03129123,creation,n00021939,artifact
4,n04599396,work,n04007894,product,n03129123,creation
5,n06589574,publication,n04599396,work,n04007894,product
6,n06595351,magazine,n06589574,publication,n04599396,work
7,n06596364,comic book,n06595351,magazine,n06589574,publication
2,n04188643,sheet,n00021939,artifact,fall11,root_name
3,n02856463,board,n04188643,sheet,n00021939,artifact
4,n04149813,scoreboard,n02856463,board,n04188643,sheet
4,n03208556,disk,n03959936,plate,no_id,no_grandparent
5,n04019541,puck,n03208556,disk,n03959936,plate
2,n03309808,fabric,n00021939,artifact,fall11,root_name
3,n04599235,wool,n03309808,fabric,n00021939,artifact
3,n03932670,piece of cloth,n03309808,fabric,n00021939,artifact
4,n03485794,handkerchief,n03932670,piece of cloth,n03309808,fabric
4,n03207743,dishrag,n03932670,piece of cloth,n03309808,fabric
4,n04459362,towel,n03932670,piece of cloth,n03309808,fabric
5,n03887697,paper towel,n04459362,towel,n03932670,piece of cloth
5,n02808304,bath towel,n04459362,towel,n03932670,piece of cloth
4,n02834397,bib,n03932670,piece of cloth,n03309808,fabric
3,n04525038,velvet,n03309808,fabric,n00021939,artifact
2,n03122748,covering,n00021939,artifact,fall11,root_name
3,n03724870,mask,n03122748,covering,n00021939,artifact
3,n03045698,cloak,n03122748,covering,n00021939,artifact
3,n04605726,wrapping,n03122748,covering,n00021939,artifact
4,n03590306,jacket,n04605726,wrapping,n03122748,covering
5,n07248320,book jacket,n03590306,jacket,n04605726,wrapping
4,n04201297,shoji,n04151940,screen,no_id,no_grandparent
3,n03380867,footwear,n03122748,covering,n00021939,artifact
4,n04199027,shoe,n03380867,footwear,n03122748,covering
5,n04133789,sandal,n04199027,shoe,n03380867,footwear
5,n04120489,running shoe,n04199027,shoe,n03380867,footwear
5,n03680355,loafer,n04199027,shoe,n03380867,footwear
4,n02872752,boot,n03380867,footwear,n03122748,covering
5,n03124043,cowboy boot,n02872752,boot,n03380867,footwear
4,n03047690,clog,n03380867,footwear,n03122748,covering
3,n03050026,cloth covering,n03122748,covering,n00021939,artifact
4,n03237639,dressing,n03050026,cloth covering,n03122748,covering
5,n02785648,bandage,n03237639,dressing,n03050026,cloth covering
6,n02680110,adhesive bandage,n02785648,bandage,n03237639,dressing
7,n02786058,band aid,n02680110,adhesive bandage,n02785648,bandage
4,n02820210,bedclothes,n03050026,cloth covering,n03122748,covering
5,n04033995,quilt,n02820210,bedclothes,n03050026,cloth covering
3,n03366823,floor cover,n03122748,covering,n00021939,artifact
4,n03727837,mat,n03366823,floor cover,n03122748,covering
5,n03223299,doormat,n03727837,mat,n03366823,floor cover
3,n03051540,clothing,n03122748,covering,n00021939,artifact
4,n02756098,attire,n03051540,clothing,n03122748,covering
5,n03206718,disguise,n02756098,attire,n03051540,clothing
5,n03476083,hairpiece,n02756098,attire,n03051540,clothing
6,n04584207,wig,n03476083,hairpiece,n02756098,attire
4,n04015204,protective garment,n03051540,clothing,n03122748,covering
5,n03623198,knee pad,n04015204,protective garment,n03051540,clothing
5,n02730930,apron,n04015204,protective garment,n03051540,clothing
4,n02671780,accessory,n03051540,clothing,n03122748,covering
5,n02827606,belt,n02671780,accessory,n03051540,clothing
4,n03859495,outerwear,n03051540,clothing,n03122748,covering
5,n03450516,gown,n03859495,outerwear,n03051540,clothing
6,n02669723,academic gown,n03450516,gown,n03859495,outerwear
6,n04532106,vestment,n03450516,gown,n03859495,outerwear
4,n03419014,garment,n03051540,clothing,n03122748,covering
5,n04531873,vest,n03419014,garment,n03051540,clothing
6,n02916936,bulletproof vest,n04531873,vest,n03419014,garment
5,n04371563,swimsuit,n03419014,garment,n03051540,clothing
6,n04371430,swimming trunks,n04371563,swimsuit,n03419014,garment
6,n03710721,maillot,n04371563,swimsuit,n03419014,garment
6,n02837789,bikini,n04371563,swimsuit,n03419014,garment
5,n04350905,suit,n03419014,garment,n03051540,clothing
5,n04143897,scarf,n03419014,garment,n03051540,clothing
6,n03325584,feather boa,n04143897,scarf,n03419014,garment
6,n04325704,stole,n04143897,scarf,n03419014,garment
5,n03816005,neckwear,n03419014,garment,n03051540,clothing
6,n03815615,necktie,n03816005,neckwear,n03419014,garment
7,n02883205,bow tie,n03815615,necktie,n03816005,neckwear
7,n04591157,windsor tie,n03815615,necktie,n03816005,neckwear
7,n02865351,bolo tie,n03815615,necktie,n03816005,neckwear
5,n04230808,skirt,n03419014,garment,n03051540,clothing
6,n03534580,hoopskirt,n04230808,skirt,n03419014,garment
6,n03770439,miniskirt,n04230808,skirt,n03419014,garment
6,n03866082,overskirt,n04230808,skirt,n03419014,garment
6,n04136333,sarong,n04230808,skirt,n03419014,garment
5,n03863923,overgarment,n03419014,garment,n03051540,clothing
7,n03980874,poncho,n03045337,cloak,no_id,no_grandparent
